Product ID;Product Position;Promotion;Sales Volume;Product Position
210808;Aisle;Yes;1314;Aisle
210809;Aisle;No;951;Aisle
210810;End-cap;Yes;1430;End-cap
210811;Aisle;Yes;1652;Aisle
210812;End-cap;Yes;1375;End-cap
210813;End-cap;No;781;End-cap
210814;Front of Store;No;1070;Front of Store
210815;End-cap;No;931;End-cap
210816;End-cap;Yes;1544;End-cap
210817;Aisle;Yes;1284;Aisle
210818;Front of Store;No;688;Front of Store
210819;End-cap;Yes;1168;End-cap
210820;Aisle;Yes;1462;Aisle
210821;Front of Store;No;1066;Front of Store
210822;Aisle;No;823;Aisle
210823;End-cap;No;798;End-cap
210824;Aisle;No;953;Aisle
210825;Front of Store;Yes;1389;Front of Store
210826;Front of Store;No;823;Front of Store
210827;Aisle;Yes;1713;Aisle
210828;Aisle;No;821;Aisle
210829;Front of Store;No;936;Front of Store
210830;Front of Store;No;1082;Front of Store
210831;End-cap;No;1117;End-cap
210832;End-cap;Yes;1365;End-cap
210833;Aisle;No;1024;Aisle
210834;Aisle;Yes;1643;Aisle
210835;Front of Store;No;802;Front of Store
210836;Front of Store;No;1021;Front of Store
210837;Aisle;No;770;Aisle
210838;End-cap;No;1136;End-cap
210839;End-cap;No;1013;End-cap
210840;Aisle;Yes;1568;Aisle
210841;Front of Store;No;977;Front of Store
210842;Aisle;No;783;Aisle
210843;Aisle;Yes;1538;Aisle
210844;End-cap;Yes;1651;End-cap
210845;End-cap;No;775;End-cap
210846;End-cap;No;955;End-cap
210847;Aisle;Yes;1587;Aisle
210848;Aisle;No;900;Aisle
210849;End-cap;No;805;End-cap
210850;Aisle;Yes;1248;Aisle
210851;Aisle;No;769;Aisle
210852;Aisle;Yes;1249;Aisle
210853;Front of Store;Yes;1373;Front of Store
210854;Aisle;No;972;Aisle
210855;Aisle;No;909;Aisle
210856;End-cap;Yes;1609;End-cap
210857;Aisle;No;872;Aisle
210858;Front of Store;Yes;1324;Front of Store
210859;End-cap;Yes;1519;End-cap
210860;End-cap;No;934;End-cap
210861;Aisle;No;981;Aisle
210862;End-cap;No;927;End-cap
210863;Aisle;No;1000;Aisle
210864;End-cap;Yes;1173;End-cap
210865;Aisle;Yes;1294;Aisle
210866;End-cap;No;758;End-cap
210867;Front of Store;Yes;1564;Front of Store
210868;Aisle;Yes;1274;Aisle
210869;Front of Store;No;681;Front of Store
210870;Front of Store;Yes;1249;Front of Store
210871;End-cap;No;891;End-cap
210872;Aisle;No;947;Aisle
210873;Front of Store;No;869;Front of Store
210874;End-cap;Yes;1470;End-cap
210875;Front of Store;Yes;1209;Front of Store
210876;Front of Store;Yes;1588;Front of Store
210877;End-cap;Yes;1634;End-cap
210878;Aisle;No;773;Aisle
210879;Aisle;Yes;1391;Aisle
210880;Front of Store;Yes;1302;Front of Store
210881;Front of Store;No;883;Front of Store
210882;Aisle;Yes;1485;Aisle
210883;Aisle;No;723;Aisle
210884;Aisle;Yes;1399;Aisle
210885;Aisle;Yes;1387;Aisle
210886;Aisle;No;955;Aisle
210887;Aisle;Yes;1254;Aisle
210888;Front of Store;No;849;Front of Store
210889;Front of Store;Yes;1538;Front of Store
210890;Aisle;No;870;Aisle
210891;Front of Store;No;835;Front of Store
210892;Aisle;No;806;Aisle
210893;Front of Store;Yes;1408;Front of Store
210894;Aisle;No;925;Aisle
210895;Aisle;No;876;Aisle
210896;Aisle;Yes;1255;Aisle
210897;End-cap;No;851;End-cap
210898;End-cap;Yes;1623;End-cap
210899;Front of Store;Yes;1434;Front of Store
210900;End-cap;No;1057;End-cap
210901;Aisle;Yes;1578;Aisle
210902;Front of Store;No;857;Front of Store
210903;Front of Store;No;819;Front of Store
210904;Front of Store;No;533;Front of Store
210905;Aisle;Yes;1692;Aisle
210906;Aisle;Yes;1413;Aisle
210907;Aisle;No;910;Aisle
210908;End-cap;No;974;End-cap
210909;End-cap;No;773;End-cap
210910;Aisle;No;1046;Aisle
210911;Aisle;No;933;Aisle
210912;End-cap;Yes;1494;End-cap
210913;Aisle;No;874;Aisle
210914;End-cap;No;913;End-cap
210915;Aisle;Yes;1744;Aisle
210916;Aisle;Yes;1501;Aisle
210917;End-cap;No;866;End-cap
210918;End-cap;Yes;1193;End-cap
210919;End-cap;Yes;1704;End-cap
210920;Front of Store;No;872;Front of Store
210921;Aisle;No;714;Aisle
210922;Front of Store;No;821;Front of Store
210923;Aisle;No;1026;Aisle
210924;End-cap;No;933;End-cap
210925;Aisle;Yes;1353;Aisle
210926;End-cap;Yes;1441;End-cap
210927;Front of Store;No;1032;Front of Store
210928;Aisle;No;846;Aisle
210929;End-cap;Yes;1506;End-cap
210930;Front of Store;No;967;Front of Store
210931;Aisle;Yes;1416;Aisle
210932;Front of Store;No;884;Front of Store
210933;Aisle;Yes;1626;Aisle
210934;Aisle;No;766;Aisle
210935;Aisle;Yes;1411;Aisle
210936;Aisle;No;1004;Aisle
210937;End-cap;Yes;1253;End-cap
210938;Aisle;No;645;Aisle
210939;End-cap;No;1069;End-cap
210940;End-cap;Yes;1233;End-cap
210941;Aisle;No;884;Aisle
210942;Front of Store;Yes;1475;Front of Store
210943;Aisle;No;1132;Aisle
210944;End-cap;No;751;End-cap
210945;End-cap;No;906;End-cap
210946;End-cap;Yes;1377;End-cap
210947;End-cap;No;995;End-cap
210948;Aisle;No;1054;Aisle
210949;End-cap;No;977;End-cap
210950;Aisle;Yes;1753;Aisle
210951;Aisle;Yes;1346;Aisle
210952;End-cap;No;751;End-cap
210953;End-cap;Yes;1754;End-cap
210954;Aisle;Yes;1375;Aisle
210955;Aisle;No;1060;Aisle
210956;Front of Store;No;1072;Front of Store
210957;Front of Store;No;791;Front of Store
210958;End-cap;No;851;End-cap
210959;Aisle;No;730;Aisle
210960;Front of Store;Yes;1489;Front of Store
210961;End-cap;Yes;1431;End-cap
210962;Front of Store;Yes;1649;Front of Store
210963;Aisle;No;823;Aisle
210964;Front of Store;Yes;1362;Front of Store
210965;Aisle;Yes;1463;Aisle
210966;Aisle;No;843;Aisle
210967;Aisle;No;883;Aisle
210968;End-cap;No;927;End-cap
210969;Aisle;No;726;Aisle
210970;End-cap;Yes;1386;End-cap
210971;End-cap;Yes;1367;End-cap
210972;Front of Store;Yes;1425;Front of Store
210973;End-cap;Yes;1344;End-cap
210974;Front of Store;No;786;Front of Store
210975;Aisle;No;755;Aisle
210976;End-cap;Yes;1251;End-cap
210977;End-cap;No;902;End-cap
210978;Aisle;No;878;Aisle
210979;Aisle;Yes;1531;Aisle
210980;Front of Store;No;946;Front of Store
210981;Front of Store;No;669;Front of Store
210982;End-cap;No;870;End-cap
210983;Aisle;No;960;Aisle
210984;Aisle;Yes;1329;Aisle
210985;Aisle;Yes;1333;Aisle
210986;Front of Store;No;891;Front of Store
210987;Aisle;No;893;Aisle
210988;End-cap;Yes;1088;End-cap
210989;Aisle;No;898;Aisle
210990;Front of Store;No;813;Front of Store
210991;Aisle;No;953;Aisle
210992;Front of Store;No;716;Front of Store
210993;End-cap;No;890;End-cap
210994;End-cap;No;816;End-cap
210995;Aisle;No;925;Aisle
210996;Aisle;Yes;1664;Aisle
210997;Front of Store;Yes;1392;Front of Store
210998;Aisle;Yes;1425;Aisle
210999;End-cap;No;760;End-cap
211000;Aisle;Yes;1348;Aisle
211001;End-cap;No;853;End-cap
211002;End-cap;No;849;End-cap
211003;Aisle;Yes;1293;Aisle
211004;End-cap;No;1067;End-cap
211005;Aisle;No;919;Aisle
211006;End-cap;No;971;End-cap
211007;Front of Store;No;957;Front of Store
211008;End-cap;No;757;End-cap
211009;Front of Store;Yes;1412;Front of Store
211010;Aisle;No;1062;Aisle
211011;End-cap;No;827;End-cap
211012;Aisle;No;826;Aisle
211013;Aisle;No;764;Aisle
211014;End-cap;No;810;End-cap
211015;Aisle;No;930;Aisle
211016;Front of Store;No;771;Front of Store
211017;Front of Store;Yes;1578;Front of Store
211018;Aisle;No;792;Aisle
211019;Aisle;No;781;Aisle
211020;End-cap;Yes;1679;End-cap
211021;Aisle;No;893;Aisle
211022;Aisle;No;794;Aisle
211023;Aisle;Yes;1348;Aisle
211024;Aisle;No;904;Aisle
211025;End-cap;Yes;1398;End-cap
211026;End-cap;No;727;End-cap
211027;Aisle;No;765;Aisle
211028;Front of Store;Yes;1646;Front of Store
211029;Front of Store;Yes;1429;Front of Store
211030;Aisle;No;905;Aisle
211031;End-cap;Yes;1242;End-cap
211032;Aisle;Yes;1382;Aisle
211033;End-cap;Yes;1678;End-cap
211034;Aisle;No;918;Aisle
211035;Aisle;No;1161;Aisle
211036;Front of Store;No;779;Front of Store
211037;Front of Store;No;841;Front of Store
211038;End-cap;No;785;End-cap
211039;Aisle;Yes;1369;Aisle
211040;End-cap;Yes;1518;End-cap
211041;End-cap;No;879;End-cap
211042;Front of Store;No;754;Front of Store
211043;Aisle;No;844;Aisle
211044;Aisle;No;865;Aisle
211045;Front of Store;No;967;Front of Store
211046;Aisle;No;699;Aisle
211047;Front of Store;Yes;1531;Front of Store
211048;Aisle;Yes;1395;Aisle
211049;Aisle;No;945;Aisle
211050;Aisle;No;951;Aisle
211051;End-cap;No;805;End-cap
211052;Aisle;Yes;1380;Aisle
211053;End-cap;Yes;1372;End-cap
211054;Aisle;No;961;Aisle
211055;Aisle;Yes;1308;Aisle
211056;Front of Store;No;872;Front of Store
211057;Front of Store;Yes;1472;Front of Store
211058;Front of Store;Yes;1217;Front of Store
211059;End-cap;No;819;End-cap
211060;End-cap;Yes;1116;End-cap
211061;Aisle;No;750;Aisle
211062;End-cap;No;869;End-cap
211063;Front of Store;Yes;1152;Front of Store
211064;Front of Store;Yes;1707;Front of Store
211065;Aisle;No;791;Aisle
211066;Front of Store;No;790;Front of Store
211067;Front of Store;No;946;Front of Store
211068;Aisle;Yes;1139;Aisle
211069;End-cap;No;785;End-cap
211070;Aisle;No;874;Aisle
211071;Aisle;Yes;1398;Aisle
211072;Aisle;No;935;Aisle
211073;End-cap;No;847;End-cap
211074;Front of Store;Yes;1369;Front of Store
211075;Aisle;No;798;Aisle
211076;Front of Store;No;880;Front of Store
211077;Aisle;No;902;Aisle
211078;End-cap;No;814;End-cap
211079;Front of Store;No;760;Front of Store
211080;End-cap;No;920;End-cap
211081;Front of Store;No;728;Front of Store
211082;Aisle;No;1021;Aisle
211083;End-cap;No;1056;End-cap
211084;Front of Store;Yes;1522;Front of Store
211085;Aisle;No;693;Aisle
211086;End-cap;Yes;1260;End-cap
211087;End-cap;No;1005;End-cap
211088;Aisle;No;806;Aisle
211089;Aisle;No;698;Aisle
211090;Aisle;Yes;1258;Aisle
211091;Front of Store;No;898;Front of Store
211092;End-cap;No;841;End-cap
211093;Aisle;No;734;Aisle
211094;End-cap;Yes;1559;End-cap
211095;Aisle;No;836;Aisle
211096;End-cap;Yes;1410;End-cap
211097;Aisle;No;873;Aisle
211098;Aisle;No;890;Aisle
211099;Front of Store;No;899;Front of Store
211100;End-cap;No;944;End-cap
211101;Front of Store;Yes;1573;Front of Store
211102;Aisle;Yes;1660;Aisle
211103;Aisle;Yes;1319;Aisle
211104;Front of Store;Yes;1703;Front of Store
211105;End-cap;Yes;1278;End-cap
211106;Front of Store;No;888;Front of Store
211107;Aisle;No;900;Aisle
211108;End-cap;No;874;End-cap
211109;Front of Store;No;762;Front of Store
211110;Aisle;Yes;1432;Aisle
211111;Aisle;No;1008;Aisle
211112;Aisle;No;885;Aisle
211113;End-cap;No;869;End-cap
211114;End-cap;Yes;1620;End-cap
211115;Aisle;Yes;1021;Aisle
211116;Aisle;No;943;Aisle
211117;Front of Store;Yes;1445;Front of Store
211118;Aisle;Yes;1474;Aisle
211119;Aisle;Yes;1247;Aisle
211120;End-cap;No;941;End-cap
211121;Aisle;No;716;Aisle
211122;Aisle;No;864;Aisle
211123;End-cap;No;879;End-cap
211124;Aisle;No;884;Aisle
211125;Front of Store;No;961;Front of Store
211126;Aisle;No;791;Aisle
211127;Aisle;No;716;Aisle
211128;End-cap;Yes;1229;End-cap
211129;Aisle;Yes;1076;Aisle
211130;End-cap;Yes;1508;End-cap
211131;Aisle;No;926;Aisle
211132;Aisle;Yes;1349;Aisle
211133;Aisle;No;951;Aisle
211134;Front of Store;No;845;Front of Store
211135;End-cap;Yes;1361;End-cap
211136;Front of Store;Yes;1202;Front of Store
211137;End-cap;Yes;1218;End-cap
211138;Aisle;Yes;1224;Aisle
211139;Front of Store;No;674;Front of Store
211140;End-cap;No;791;End-cap
211141;Aisle;No;833;Aisle
211142;End-cap;Yes;1416;End-cap
211143;Aisle;Yes;1233;Aisle
211144;End-cap;Yes;1234;End-cap
211145;End-cap;No;755;End-cap
211146;End-cap;Yes;1611;End-cap
211147;Front of Store;No;641;Front of Store
211148;Aisle;No;791;Aisle
211149;Aisle;No;971;Aisle
211150;Aisle;No;913;Aisle
211151;Front of Store;No;883;Front of Store
211152;End-cap;No;864;End-cap
211153;Front of Store;Yes;1507;Front of Store
211154;Front of Store;No;936;Front of Store
211155;Front of Store;Yes;1258;Front of Store
211156;End-cap;Yes;1423;End-cap
211157;Aisle;No;757;Aisle
211158;Aisle;Yes;1760;Aisle
211159;Aisle;Yes;1390;Aisle
211160;End-cap;Yes;1619;End-cap
211161;Front of Store;No;788;Front of Store
211162;Aisle;No;800;Aisle
211163;End-cap;No;889;End-cap
211164;Front of Store;No;1025;Front of Store
211165;End-cap;No;838;End-cap
211166;End-cap;Yes;1294;End-cap
211167;Front of Store;No;785;Front of Store
211168;Front of Store;No;804;Front of Store
211169;Aisle;No;815;Aisle
211170;End-cap;Yes;1313;End-cap
211171;End-cap;No;990;End-cap
211172;Front of Store;Yes;1413;Front of Store
211173;Aisle;No;918;Aisle
211174;Front of Store;Yes;1274;Front of Store
211175;End-cap;Yes;1271;End-cap
211176;End-cap;No;975;End-cap
211177;Aisle;No;839;Aisle
211178;End-cap;Yes;1577;End-cap
211179;End-cap;Yes;1196;End-cap
211180;Front of Store;Yes;1362;Front of Store
211181;Front of Store;No;733;Front of Store
211182;End-cap;No;752;End-cap
211183;Aisle;No;815;Aisle
211184;End-cap;Yes;1083;End-cap
211185;Front of Store;No;1050;Front of Store
211186;End-cap;No;1139;End-cap
211187;Aisle;No;892;Aisle
211188;Aisle;No;1057;Aisle
211189;Front of Store;No;886;Front of Store
211190;Aisle;No;1111;Aisle
211191;End-cap;Yes;1744;End-cap
211192;Aisle;No;811;Aisle
211193;End-cap;Yes;1307;End-cap
211194;Aisle;No;985;Aisle
211195;Aisle;No;714;Aisle
211196;End-cap;No;915;End-cap
211197;Aisle;No;902;Aisle
211198;End-cap;No;756;End-cap
211199;End-cap;Yes;1662;End-cap
211200;End-cap;Yes;1696;End-cap
211201;Aisle;No;712;Aisle
211202;Front of Store;No;719;Front of Store
211203;Front of Store;No;896;Front of Store
211204;Aisle;Yes;1213;Aisle
211205;Aisle;Yes;1204;Aisle
211206;Front of Store;No;799;Front of Store
211207;End-cap;No;822;End-cap
211208;Front of Store;No;1027;Front of Store
211209;End-cap;Yes;1235;End-cap
211210;Aisle;No;817;Aisle
211211;End-cap;No;978;End-cap
211212;Front of Store;No;855;Front of Store
211213;Front of Store;No;848;Front of Store
211214;Front of Store;No;722;Front of Store
211215;End-cap;Yes;1495;End-cap
211216;Front of Store;Yes;1402;Front of Store
211217;Front of Store;No;911;Front of Store
211218;End-cap;No;1034;End-cap
211219;Front of Store;Yes;1347;Front of Store
211220;End-cap;Yes;1277;End-cap
211221;Front of Store;No;861;Front of Store
211222;Aisle;No;855;Aisle
211223;End-cap;Yes;1526;End-cap
211224;Aisle;No;1066;Aisle
211225;Aisle;No;1072;Aisle
211226;Aisle;No;1120;Aisle
211227;Aisle;No;920;Aisle
211228;Aisle;No;1187;Aisle
211229;End-cap;Yes;1492;End-cap
211230;Aisle;No;619;Aisle
211231;End-cap;Yes;1580;End-cap
211232;Aisle;No;947;Aisle
211233;Front of Store;No;775;Front of Store
211234;End-cap;No;822;End-cap
211235;Aisle;No;965;Aisle
211236;End-cap;Yes;1310;End-cap
211237;Aisle;No;832;Aisle
211238;Aisle;Yes;1582;Aisle
211239;Aisle;No;712;Aisle
211240;End-cap;Yes;1358;End-cap
211241;End-cap;No;892;End-cap
211242;Aisle;No;860;Aisle
211243;Front of Store;Yes;1890;Front of Store
211244;Front of Store;Yes;1452;Front of Store
211245;Front of Store;No;740;Front of Store
211246;End-cap;No;757;End-cap
211247;End-cap;Yes;1418;End-cap
211248;Aisle;Yes;1487;Aisle
211249;Aisle;No;838;Aisle
211250;Front of Store;No;864;Front of Store
211251;Aisle;No;630;Aisle
211252;Aisle;No;982;Aisle
211253;Front of Store;Yes;1678;Front of Store
211254;Aisle;No;778;Aisle
211255;Aisle;No;864;Aisle
211256;Aisle;Yes;1187;Aisle
211257;Aisle;No;814;Aisle
211258;End-cap;No;948;End-cap
211259;End-cap;No;959;End-cap
211260;Front of Store;No;963;Front of Store
211261;End-cap;No;746;End-cap
211262;Front of Store;No;872;Front of Store
211263;Front of Store;No;942;Front of Store
211264;Front of Store;No;885;Front of Store
211265;Aisle;No;714;Aisle
211266;Aisle;Yes;1038;Aisle
211267;Front of Store;No;792;Front of Store
211268;Aisle;No;622;Aisle
211269;Aisle;Yes;1457;Aisle
211270;Aisle;No;969;Aisle
211271;Front of Store;Yes;1274;Front of Store
211272;Aisle;No;895;Aisle
211273;End-cap;Yes;1198;End-cap
211274;Aisle;No;968;Aisle
211275;End-cap;No;807;End-cap
211276;Aisle;No;1016;Aisle
211277;End-cap;No;992;End-cap
211278;Front of Store;No;719;Front of Store
211279;Aisle;No;1100;Aisle
211280;Front of Store;No;819;Front of Store
211281;Aisle;Yes;1311;Aisle
211282;End-cap;No;886;End-cap
211283;End-cap;No;788;End-cap
211284;Aisle;Yes;1802;Aisle
211285;Front of Store;Yes;1178;Front of Store
211286;End-cap;Yes;1374;End-cap
211287;Aisle;Yes;1721;Aisle
211288;Front of Store;No;825;Front of Store
211289;Front of Store;No;865;Front of Store
211290;Front of Store;No;967;Front of Store
211291;Aisle;No;842;Aisle
211292;Front of Store;No;802;Front of Store
211293;End-cap;No;837;End-cap
211294;Aisle;No;865;Aisle
211295;End-cap;No;983;End-cap
211296;End-cap;No;772;End-cap
211297;Aisle;Yes;1315;Aisle
211298;Aisle;Yes;1354;Aisle
211299;Front of Store;Yes;1340;Front of Store
211300;Aisle;No;792;Aisle
211301;End-cap;No;1086;End-cap
211302;Front of Store;No;972;Front of Store
211303;Front of Store;Yes;1478;Front of Store
211304;End-cap;Yes;1248;End-cap
211305;Aisle;No;764;Aisle
211306;Aisle;No;776;Aisle
211307;Aisle;Yes;1235;Aisle
211308;Aisle;No;708;Aisle
211309;End-cap;Yes;1359;End-cap
211310;Aisle;Yes;1336;Aisle
211311;Front of Store;No;979;Front of Store
211312;Aisle;Yes;1272;Aisle
211313;End-cap;No;938;End-cap
211314;Front of Store;No;601;Front of Store
211315;Front of Store;No;725;Front of Store
211316;Front of Store;No;869;Front of Store
211317;Aisle;No;1007;Aisle
211318;Aisle;No;957;Aisle
211319;Front of Store;Yes;1129;Front of Store
211320;Front of Store;Yes;1313;Front of Store
211321;End-cap;Yes;1342;End-cap
211322;Aisle;Yes;1457;Aisle
211323;Aisle;No;819;Aisle
211324;Aisle;Yes;1356;Aisle
211325;End-cap;No;790;End-cap
211326;End-cap;Yes;1515;End-cap
211327;Aisle;No;982;Aisle
211328;Aisle;No;939;Aisle
211329;Front of Store;No;1038;Front of Store
211330;End-cap;No;792;End-cap
211331;End-cap;Yes;1498;End-cap
211332;Aisle;No;992;Aisle
211333;Front of Store;No;820;Front of Store
211334;Front of Store;Yes;1292;Front of Store
211335;End-cap;No;1028;End-cap
211336;End-cap;No;800;End-cap
211337;Front of Store;Yes;1405;Front of Store
211338;End-cap;Yes;1481;End-cap
211339;Aisle;Yes;1484;Aisle
211340;End-cap;No;786;End-cap
211341;Aisle;No;795;Aisle
211342;Aisle;No;952;Aisle
211343;Aisle;Yes;1606;Aisle
211344;Aisle;No;999;Aisle
211345;Aisle;Yes;1476;Aisle
211346;Aisle;Yes;1175;Aisle
211347;End-cap;No;1161;End-cap
211348;End-cap;Yes;1414;End-cap
211349;Aisle;No;817;Aisle
211350;Aisle;No;594;Aisle
211351;Front of Store;Yes;1433;Front of Store
211352;Aisle;No;874;Aisle
211353;Aisle;Yes;1482;Aisle
211354;Front of Store;No;948;Front of Store
211355;Aisle;No;1078;Aisle
211356;End-cap;No;1026;End-cap
211357;Front of Store;No;719;Front of Store
211358;Aisle;Yes;1424;Aisle
211359;Aisle;No;859;Aisle
211360;End-cap;No;917;End-cap
211361;Aisle;No;960;Aisle
211362;Front of Store;Yes;1236;Front of Store
211363;Front of Store;Yes;1374;Front of Store
211364;End-cap;Yes;1547;End-cap
211365;End-cap;Yes;1403;End-cap
211366;End-cap;Yes;1343;End-cap
211367;End-cap;No;925;End-cap
211368;Front of Store;Yes;1616;Front of Store
211369;Aisle;No;754;Aisle
211370;End-cap;No;932;End-cap
211371;Aisle;No;877;Aisle
211372;Aisle;No;1014;Aisle
211373;Front of Store;Yes;1585;Front of Store
211374;End-cap;No;813;End-cap
211375;Front of Store;No;964;Front of Store
211376;Aisle;Yes;1241;Aisle
211377;End-cap;No;993;End-cap
211378;Front of Store;No;949;Front of Store
211379;Front of Store;No;844;Front of Store
211380;Aisle;No;797;Aisle
211381;Aisle;No;848;Aisle
211382;Aisle;No;1011;Aisle
211383;Aisle;Yes;1317;Aisle
211384;Aisle;Yes;1205;Aisle
211385;Front of Store;Yes;1310;Front of Store
211386;End-cap;No;967;End-cap
211387;End-cap;Yes;1636;End-cap
211388;End-cap;No;1116;End-cap
211389;End-cap;Yes;1348;End-cap
211390;End-cap;Yes;1496;End-cap
211391;Front of Store;No;756;Front of Store
211392;Front of Store;Yes;1402;Front of Store
211393;Aisle;Yes;1650;Aisle
211394;End-cap;No;836;End-cap
211395;Aisle;No;1029;Aisle
211396;Aisle;Yes;1254;Aisle
211397;End-cap;Yes;1429;End-cap
211398;Front of Store;No;1045;Front of Store
211399;End-cap;No;725;End-cap
211400;Front of Store;Yes;1254;Front of Store
211401;End-cap;Yes;1823;End-cap
211402;End-cap;No;819;End-cap
211403;Aisle;Yes;1569;Aisle
211404;Aisle;No;975;Aisle
211405;Aisle;Yes;1253;Aisle
211406;End-cap;No;753;End-cap
211407;End-cap;No;854;End-cap
211408;Aisle;No;875;Aisle
211409;End-cap;Yes;1370;End-cap
211410;Front of Store;No;917;Front of Store
211411;End-cap;No;984;End-cap
211412;End-cap;No;781;End-cap
211413;Front of Store;No;842;Front of Store
211414;Aisle;No;707;Aisle
211415;Front of Store;No;917;Front of Store
211416;Aisle;No;792;Aisle
211417;End-cap;Yes;1367;End-cap
211418;End-cap;Yes;1375;End-cap
211419;Aisle;No;1012;Aisle
211420;Aisle;No;768;Aisle
211421;End-cap;Yes;1466;End-cap
211422;Aisle;No;1010;Aisle
211423;End-cap;No;943;End-cap
211424;Aisle;No;889;Aisle
211425;Front of Store;No;672;Front of Store
211426;End-cap;No;789;End-cap
211427;End-cap;Yes;1274;End-cap
211428;Front of Store;Yes;1501;Front of Store
211429;Aisle;No;906;Aisle
211430;End-cap;No;991;End-cap
211431;Front of Store;Yes;1452;Front of Store
211432;Front of Store;No;718;Front of Store
211433;End-cap;Yes;1696;End-cap
211434;Aisle;No;958;Aisle
211435;End-cap;Yes;1479;End-cap
211436;Aisle;No;766;Aisle
211437;Aisle;No;936;Aisle
211438;Front of Store;No;963;Front of Store
211439;End-cap;No;747;End-cap
211440;Front of Store;No;934;Front of Store
211441;End-cap;No;757;End-cap
211442;Front of Store;No;735;Front of Store
211443;Aisle;No;766;Aisle
211444;Aisle;No;957;Aisle
211445;Aisle;Yes;1470;Aisle
211446;Front of Store;No;1061;Front of Store
211447;End-cap;Yes;1265;End-cap
211448;Aisle;Yes;1308;Aisle
211449;Aisle;No;882;Aisle
211450;Aisle;Yes;1185;Aisle
211451;Front of Store;Yes;1219;Front of Store
211452;Front of Store;No;856;Front of Store
211453;End-cap;No;971;End-cap
211454;Aisle;No;867;Aisle
211455;Aisle;No;783;Aisle
211456;Aisle;Yes;1443;Aisle
211457;Front of Store;Yes;1696;Front of Store
211458;End-cap;No;850;End-cap
211459;Aisle;Yes;1446;Aisle
211460;Front of Store;No;1083;Front of Store
211461;Front of Store;Yes;1261;Front of Store
211462;End-cap;No;897;End-cap
211463;End-cap;No;650;End-cap
211464;End-cap;No;997;End-cap
211465;Aisle;No;694;Aisle
211466;Aisle;Yes;1467;Aisle
211467;End-cap;No;822;End-cap
211468;Aisle;No;969;Aisle
211469;Front of Store;No;703;Front of Store
211470;End-cap;No;972;End-cap
211471;End-cap;No;824;End-cap
211472;Front of Store;Yes;1043;Front of Store
211473;End-cap;No;948;End-cap
211474;Aisle;Yes;1555;Aisle
211475;Aisle;No;804;Aisle
211476;End-cap;No;907;End-cap
211477;Aisle;No;906;Aisle
211478;Aisle;Yes;1220;Aisle
211479;Aisle;No;1049;Aisle
211480;End-cap;No;798;End-cap
211481;End-cap;Yes;1657;End-cap
211482;End-cap;No;929;End-cap
211483;Aisle;Yes;1495;Aisle
211484;Aisle;No;1005;Aisle
211485;End-cap;Yes;1377;End-cap
211486;Front of Store;No;924;Front of Store
211487;Aisle;No;1107;Aisle
211488;End-cap;No;782;End-cap
211489;Aisle;Yes;1485;Aisle
211490;Front of Store;Yes;1677;Front of Store
211491;End-cap;No;738;End-cap
211492;Aisle;Yes;1465;Aisle
211493;Aisle;Yes;1689;Aisle
211494;Aisle;Yes;1593;Aisle
211495;Aisle;Yes;1578;Aisle
211496;End-cap;Yes;1531;End-cap
211497;Aisle;No;777;Aisle
211498;Aisle;No;779;Aisle
211499;End-cap;No;1095;End-cap
211500;End-cap;No;711;End-cap
211501;Aisle;Yes;1154;Aisle
211502;Aisle;Yes;1263;Aisle
211503;Front of Store;No;1082;Front of Store
211504;Front of Store;Yes;1244;Front of Store
211505;Aisle;Yes;1240;Aisle
211506;Aisle;Yes;1290;Aisle
211507;Aisle;No;792;Aisle
211508;Front of Store;Yes;1151;Front of Store
211509;Aisle;Yes;1301;Aisle
211510;Front of Store;Yes;1479;Front of Store
211511;Front of Store;No;829;Front of Store
211512;Aisle;No;686;Aisle
211513;Aisle;Yes;1199;Aisle
211514;Aisle;No;842;Aisle
211515;End-cap;No;837;End-cap
211516;Aisle;No;1065;Aisle
211517;Front of Store;Yes;1237;Front of Store
211518;Aisle;No;935;Aisle
211519;Aisle;Yes;1345;Aisle
211520;Front of Store;No;950;Front of Store
211521;End-cap;Yes;1289;End-cap
211522;Front of Store;Yes;1644;Front of Store
211523;Front of Store;No;905;Front of Store
211524;Aisle;Yes;1376;Aisle
211525;Front of Store;No;929;Front of Store
211526;Front of Store;Yes;1478;Front of Store
211527;End-cap;Yes;1725;End-cap
211528;End-cap;Yes;1408;End-cap
211529;Aisle;No;871;Aisle
211530;Front of Store;No;864;Front of Store
211531;End-cap;Yes;1345;End-cap
211532;End-cap;Yes;1457;End-cap
211533;End-cap;No;848;End-cap
211534;Front of Store;No;1001;Front of Store
211535;Aisle;Yes;1542;Aisle
211536;Aisle;Yes;1359;Aisle
211537;Front of Store;No;984;Front of Store
211538;End-cap;Yes;1435;End-cap
211539;Aisle;No;901;Aisle
211540;Front of Store;No;901;Front of Store
211541;End-cap;Yes;1442;End-cap
211542;Front of Store;No;1043;Front of Store
211543;End-cap;No;705;End-cap
211544;Aisle;Yes;1647;Aisle
211545;Front of Store;Yes;1729;Front of Store
211546;Front of Store;No;953;Front of Store
211547;End-cap;Yes;1139;End-cap
211548;Front of Store;Yes;1198;Front of Store
211549;Front of Store;Yes;1165;Front of Store
211550;Aisle;No;842;Aisle
